Local time,Open,High,Low,Close,Volume
17.12.2024 22:30:00.000 GMT+0330,43436.751,43449.251,43341.739,43359.999,0.6262
17.12.2024 23:30:00.000 GMT+0330,43360.251,43481.999,43325.763,43434.287,0.7226
18.12.2024 00:30:00.000 GMT+0330,43435.727,43435.727,43401.251,43421.775,0.1055
18.12.2024 01:30:00.000 GMT+0330,43421.775,43421.775,43421.775,43421.775,0
18.12.2024 02:30:00.000 GMT+0330,43450.999,43451.499,43394.203,43440.203,0.09
18.12.2024 03:30:00.000 GMT+0330,43440.751,43472.263,43434.751,43465.263,0.0682
18.12.2024 04:30:00.000 GMT+0330,43465.739,43507.763,43461.799,43502.287,0.0867
18.12.2024 05:30:00.000 GMT+0330,43503.251,43515.275,43499.239,43508.227,0.0551
18.12.2024 06:30:00.000 GMT+0330,43506.703,43513.703,43474.703,43482.227,0.0589
18.12.2024 07:30:00.000 GMT+0330,43482.751,43521.763,43477.715,43520.703,0.0492
18.12.2024 08:30:00.000 GMT+0330,43520.287,43520.739,43501.203,43515.499,0.0512
18.12.2024 09:30:00.000 GMT+0330,43515.739,43525.787,43492.227,43508.727,0.0589
18.12.2024 10:30:00.000 GMT+0330,43509.775,43529.703,43505.715,43507.703,0.0644
18.12.2024 11:30:00.000 GMT+0330,43506.715,43535.099,43489.503,43500.527,0.1377
18.12.2024 12:30:00.000 GMT+0330,43500.573,43511.799,43481.087,43504.075,0.1054
18.12.2024 13:30:00.000 GMT+0330,43503.575,43549.599,43503.575,43544.099,0.0973
18.12.2024 14:30:00.000 GMT+0330,43543.539,43563.515,43533.503,43555.003,0.0755
18.12.2024 15:30:00.000 GMT+0330,43553.039,43598.563,43551.515,43589.599,0.1035
18.12.2024 16:30:00.000 GMT+0330,43587.587,43625.299,43548.003,43560.527,0.1498
18.12.2024 17:30:00.000 GMT+0330,43561.015,43587.751,43432.739,43585.787,0.7705
18.12.2024 18:30:00.000 GMT+0330,43584.799,43694.287,43553.787,43652.727,0.9776
18.12.2024 19:30:00.000 GMT+0330,43651.227,43682.787,43550.251,43608.203,0.7961
18.12.2024 20:30:00.000 GMT+0330,43609.499,43679.251,43569.299,43608.703,0.6488
18.12.2024 21:30:00.000 GMT+0330,43607.999,43621.751,43538.239,43600.999,0.6
18.12.2024 22:30:00.000 GMT+0330,43602.703,43602.703,42883.775,42904.799,1.6816
18.12.2024 23:30:00.000 GMT+0330,42908.739,42953.787,42258.725,42295.263,1.8619
19.12.2024 00:30:00.000 GMT+0330,42298.499,42319.251,42157.751,42287.787,0.455
19.12.2024 01:30:00.000 GMT+0330,42287.787,42287.787,42287.787,42287.787,0
19.12.2024 02:30:00.000 GMT+0330,42385.763,42407.203,42318.739,42328.299,0.2142
19.12.2024 03:30:00.000 GMT+0330,42331.239,42410.499,42328.739,42388.775,0.1972
19.12.2024 04:30:00.000 GMT+0330,42389.263,42423.499,42358.703,42414.499,0.2105
19.12.2024 05:30:00.000 GMT+0330,42413.763,42421.999,42365.215,42382.499,0.1514
19.12.2024 06:30:00.000 GMT+0330,42383.703,42413.263,42363.287,42401.251,0.1344
19.12.2024 07:30:00.000 GMT+0330,42400.775,42413.263,42373.775,42388.499,0.0952
19.12.2024 08:30:00.000 GMT+0330,42387.499,42405.763,42333.275,42334.251,0.1117
19.12.2024 09:30:00.000 GMT+0330,42335.263,42387.999,42330.287,42361.299,0.162
19.12.2024 10:30:00.000 GMT+0330,42362.251,42471.299,42357.727,42458.239,0.2249
19.12.2024 11:30:00.000 GMT+0330,42459.287,42487.051,42407.015,42481.299,0.2792
19.12.2024 12:30:00.000 GMT+0330,42480.527,42481.575,42390.551,42460.527,0.2422
19.12.2024 13:30:00.000 GMT+0330,42461.039,42496.587,42434.003,42434.003,0.1736
19.12.2024 14:30:00.000 GMT+0330,42434.551,42483.015,42424.015,42472.515,0.1705
19.12.2024 15:30:00.000 GMT+0330,42472.015,42594.075,42463.063,42591.075,0.2733
19.12.2024 16:30:00.000 GMT+0330,42590.099,42660.039,42577.051,42585.003,0.3125
19.12.2024 17:30:00.000 GMT+0330,42584.063,42763.227,42524.763,42584.799,1.0499
19.12.2024 18:30:00.000 GMT+0330,42584.251,42604.251,42413.703,42527.775,1.6219
19.12.2024 19:30:00.000 GMT+0330,42525.727,42635.787,42416.787,42517.215,1.3705
19.12.2024 20:30:00.000 GMT+0330,42515.499,42563.799,42413.739,42509.215,1.0306
19.12.2024 21:30:00.000 GMT+0330,42506.739,42685.703,42405.299,42683.739,0.9927
19.12.2024 22:30:00.000 GMT+0330,42676.203,42686.797,42459.715,42459.715,0.9516
19.12.2024 23:30:00.000 GMT+0330,42461.703,42570.751,42330.263,42343.999,1.1722
20.12.2024 00:30:00.000 GMT+0330,42341.787,42378.999,42333.751,42336.799,0.1905
20.12.2024 01:30:00.000 GMT+0330,42336.799,42336.799,42336.799,42336.799,0
20.12.2024 02:30:00.000 GMT+0330,42408.275,42408.275,42323.263,42325.999,0.0957
20.12.2024 03:30:00.000 GMT+0330,42327.775,42351.499,42223.275,42234.727,0.2052
20.12.2024 04:30:00.000 GMT+0330,42234.287,42268.251,42216.763,42225.275,0.1621
20.12.2024 05:30:00.000 GMT+0330,42224.787,42227.799,42181.215,42219.703,0.1247
20.12.2024 06:30:00.000 GMT+0330,42220.251,42233.287,42159.239,42182.275,0.1085
20.12.2024 07:30:00.000 GMT+0330,42183.751,42247.227,42183.739,42242.227,0.095
20.12.2024 08:30:00.000 GMT+0330,42242.739,42272.499,42237.263,42272.251,0.084
20.12.2024 09:30:00.000 GMT+0330,42271.787,42333.499,42248.227,42333.499,0.0865
20.12.2024 10:30:00.000 GMT+0330,42332.251,42345.239,42264.703,42308.763,0.1393
20.12.2024 11:30:00.000 GMT+0330,42304.715,42313.587,42101.527,42183.503,0.3163
20.12.2024 12:30:00.000 GMT+0330,42183.561,42188.799,42080.087,42132.015,0.3098
20.12.2024 13:30:00.000 GMT+0330,42132.503,42150.003,42071.039,42130.539,0.2792
20.12.2024 14:30:00.000 GMT+0330,42130.051,42194.015,42119.587,42151.575,0.2221
20.12.2024 15:30:00.000 GMT+0330,42153.527,42163.087,42055.003,42153.051,0.2704
20.12.2024 16:30:00.000 GMT+0330,42150.003,42288.527,42103.799,42213.051,0.419
20.12.2024 17:30:00.000 GMT+0330,42211.075,42415.739,42165.275,42320.775,1.1175
20.12.2024 18:30:00.000 GMT+0330,42321.215,42753.287,42283.751,42690.275,1.558
20.12.2024 19:30:00.000 GMT+0330,42691.239,43130.739,42675.763,43111.751,1.3013
20.12.2024 20:30:00.000 GMT+0330,43109.751,43227.499,43077.739,43129.199,1.0472
20.12.2024 21:30:00.000 GMT+0330,43129.415,43130.427,42925.503,42943.551,1.0193
20.12.2024 22:30:00.000 GMT+0330,42942.027,43082.299,42924.587,42960.727,0.9558
20.12.2024 23:30:00.000 GMT+0330,42961.775,42994.227,42790.703,42858.703,1.1086
21.12.2024 00:30:00.000 GMT+0330,42859.799,42964.263,42806.739,42842.799,0.2796
21.12.2024 01:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 02:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 03:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 04:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 05:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 06:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 07:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 08:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 09:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 10:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 11:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 12:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 13:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 14:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 15:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 16:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 17:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 18:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 19:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 20:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 21:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 22:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
21.12.2024 23:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 00:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 01:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 02:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 03:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 04:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 05:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 06:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 07:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 08:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 09:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 10:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 11:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 12:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 13:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 14:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 15:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 16:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 17:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 18:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 19:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 20:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 21:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 22:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
22.12.2024 23:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
23.12.2024 00:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
23.12.2024 01:30:00.000 GMT+0330,42842.799,42842.799,42842.799,42842.799,0
23.12.2024 02:30:00.000 GMT+0330,42898.703,43028.499,42898.703,42976.215,0.1443
23.12.2024 03:30:00.000 GMT+0330,42977.763,42984.287,42934.727,42949.715,0.1292
23.12.2024 04:30:00.000 GMT+0330,42950.299,42984.299,42928.275,42980.287,0.0984
23.12.2024 05:30:00.000 GMT+0330,42979.703,42987.999,42958.203,42984.703,0.0795
23.12.2024 06:30:00.000 GMT+0330,42984.299,42989.751,42958.227,42963.287,0.0475
23.12.2024 07:30:00.000 GMT+0330,42963.787,43004.287,42963.787,43000.275,0.0344
23.12.2024 08:30:00.000 GMT+0330,43000.787,43019.263,42991.799,43012.251,0.0447
23.12.2024 09:30:00.000 GMT+0330,43011.299,43017.299,42997.703,43003.227,0.0471
23.12.2024 10:30:00.000 GMT+0330,43004.499,43011.227,42963.287,42974.287,0.1066
23.12.2024 11:30:00.000 GMT+0330,42973.227,42974.075,42885.039,42940.563,0.1994
23.12.2024 12:30:00.000 GMT+0330,42940.549,42954.099,42887.051,42904.039,0.1788
23.12.2024 13:30:00.000 GMT+0330,42903.299,42922.063,42834.527,42836.039,0.1361
23.12.2024 14:30:00.000 GMT+0330,42836.575,42844.051,42724.587,42743.027,0.1724
23.12.2024 15:30:00.000 GMT+0330,42744.075,42807.599,42740.027,42770.075,0.1731
23.12.2024 16:30:00.000 GMT+0330,42769.063,42775.099,42610.587,42654.087,0.1962
23.12.2024 17:30:00.000 GMT+0330,42655.027,42774.999,42556.715,42606.703,0.8299
23.12.2024 18:30:00.000 GMT+0330,42606.239,42667.751,42493.739,42539.999,1.211
23.12.2024 19:30:00.000 GMT+0330,42539.203,42774.763,42528.703,42768.239,0.7828
23.12.2024 20:30:00.000 GMT+0330,42768.799,42808.727,42688.999,42776.739,0.7909
23.12.2024 21:30:00.000 GMT+0330,42778.739,42843.775,42759.703,42807.787,0.6895
23.12.2024 22:30:00.000 GMT+0330,42806.799,42844.239,42760.739,42778.499,0.6586
23.12.2024 23:30:00.000 GMT+0330,42778.201,42950.999,42750.703,42890.287,0.8239
24.12.2024 00:30:00.000 GMT+0330,42889.775,42923.763,42857.751,42911.799,0.1292
24.12.2024 01:30:00.000 GMT+0330,42911.799,42911.799,42911.799,42911.799,0
24.12.2024 02:30:00.000 GMT+0330,42916.703,42937.251,42893.775,42905.227,0.0676
24.12.2024 03:30:00.000 GMT+0330,42906.263,42906.787,42870.727,42902.715,0.0714
24.12.2024 04:30:00.000 GMT+0330,42904.287,42912.499,42884.239,42892.499,0.082
24.12.2024 05:30:00.000 GMT+0330,42891.215,42899.499,42879.251,42894.275,0.0592
24.12.2024 06:30:00.000 GMT+0330,42893.999,42910.499,42874.239,42883.499,0.0442
24.12.2024 07:30:00.000 GMT+0330,42884.227,42895.299,42871.203,42894.775,0.0243
24.12.2024 08:30:00.000 GMT+0330,42894.227,42897.499,42868.751,42878.275,0.0284
24.12.2024 09:30:00.000 GMT+0330,42879.203,42902.251,42868.287,42890.299,0.0345
24.12.2024 10:30:00.000 GMT+0330,42889.715,42912.287,42887.203,42887.203,0.0529
24.12.2024 11:30:00.000 GMT+0330,42888.215,42893.027,42856.299,42878.087,0.0836
24.12.2024 12:30:00.000 GMT+0330,42878.013,42930.075,42872.051,42925.027,0.0734
24.12.2024 13:30:00.000 GMT+0330,42925.539,42927.587,42899.299,42906.539,0.056
24.12.2024 14:30:00.000 GMT+0330,42906.087,42919.799,42864.039,42879.003,0.0449
24.12.2024 15:30:00.000 GMT+0330,42880.003,42892.087,42865.015,42891.087,0.0695
24.12.2024 16:30:00.000 GMT+0330,42891.075,42893.039,42865.015,42881.539,0.0769
24.12.2024 17:30:00.000 GMT+0330,42882.039,42926.999,42823.299,42916.251,0.5793
24.12.2024 18:30:00.000 GMT+0330,42916.727,43133.763,42916.239,43124.787,0.7801
24.12.2024 19:30:00.000 GMT+0330,43125.787,43165.739,43062.751,43104.739,0.6104
24.12.2024 20:30:00.000 GMT+0330,43106.275,43267.799,43095.727,43250.999,0.6854
24.12.2024 21:30:00.000 GMT+0330,43252.203,43261.403,43228.127,43254.427,0.1003
24.12.2024 22:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
24.12.2024 23:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 00:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 01:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 02:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 03:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 04:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 05:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 06:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 07:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 08:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 09:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 10:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 11:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 12:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 13:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 14:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 15:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 16:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 17:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 18:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 19:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 20:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 21:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 22:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
25.12.2024 23:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
26.12.2024 00:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
26.12.2024 01:30:00.000 GMT+0330,43254.427,43254.427,43254.427,43254.427,0
26.12.2024 02:30:00.000 GMT+0330,43263.915,43287.963,43200.903,43241.987,0.0473
26.12.2024 03:30:00.000 GMT+0330,43241.415,43252.199,43232.427,43233.451,0.0271
26.12.2024 04:30:00.000 GMT+0330,43233.903,43256.939,43219.475,43249.415,0.0282
26.12.2024 05:30:00.000 GMT+0330,43248.927,43253.415,43238.939,43245.475,0.0203
26.12.2024 06:30:00.000 GMT+0330,43244.487,43272.199,43244.487,43263.451,0.0212
26.12.2024 07:30:00.000 GMT+0330,43264.487,43264.487,43240.427,43240.903,0.0223
26.12.2024 08:30:00.000 GMT+0330,43241.963,43269.439,43238.403,43263.903,0.0244
26.12.2024 09:30:00.000 GMT+0330,43263.427,43266.475,43238.199,43239.487,0.0233
26.12.2024 10:30:00.000 GMT+0330,43238.915,43271.939,43235.415,43265.699,0.0257
26.12.2024 11:30:00.000 GMT+0330,43265.939,43265.939,43164.203,43174.799,0.1095
26.12.2024 12:30:00.000 GMT+0330,43174.263,43178.787,43138.263,43150.215,0.1207
26.12.2024 13:30:00.000 GMT+0330,43150.763,43151.287,43100.799,43113.287,0.0845
26.12.2024 14:30:00.000 GMT+0330,43111.287,43120.251,43052.263,43113.499,0.0796
26.12.2024 15:30:00.000 GMT+0330,43111.799,43130.499,43095.251,43126.287,0.0783
26.12.2024 16:30:00.000 GMT+0330,43127.227,43142.299,43063.299,43109.275,0.1188
26.12.2024 17:30:00.000 GMT+0330,43109.213,43225.999,43084.227,43213.999,0.7603
26.12.2024 18:30:00.000 GMT+0330,43214.287,43258.787,43167.203,43257.799,0.8098
26.12.2024 19:30:00.000 GMT+0330,43259.763,43360.999,43239.715,43344.263,0.5453
26.12.2024 20:30:00.000 GMT+0330,43344.739,43382.799,43251.227,43281.763,0.6266
26.12.2024 21:30:00.000 GMT+0330,43280.715,43360.299,43274.763,43316.215,0.7218
26.12.2024 22:30:00.000 GMT+0330,43314.263,43333.203,43256.299,43323.251,0.659
26.12.2024 23:30:00.000 GMT+0330,43322.499,43373.351,43285.203,43335.027,0.6427
27.12.2024 00:30:00.000 GMT+0330,43334.799,43345.087,43322.027,43327.039,0.0929
27.12.2024 01:30:00.000 GMT+0330,43327.039,43327.039,43327.039,43327.039,0
27.12.2024 02:30:00.000 GMT+0330,43315.539,43354.563,43305.015,43353.575,0.045
27.12.2024 03:30:00.000 GMT+0330,43354.599,43354.599,43280.503,43299.527,0.0932
27.12.2024 04:30:00.000 GMT+0330,43298.799,43305.075,43278.515,43300.799,0.0919
27.12.2024 05:30:00.000 GMT+0330,43298.575,43304.575,43279.087,43279.551,0.0507
27.12.2024 06:30:00.000 GMT+0330,43280.087,43288.799,43269.503,43284.503,0.0485
27.12.2024 07:30:00.000 GMT+0330,43285.051,43295.599,43275.575,43281.503,0.0362
27.12.2024 08:30:00.000 GMT+0330,43279.551,43297.587,43275.551,43277.099,0.0432
27.12.2024 09:30:00.000 GMT+0330,43276.799,43276.799,43250.503,43259.575,0.0538
27.12.2024 10:30:00.000 GMT+0330,43258.539,43279.515,43228.503,43241.087,0.0657
27.12.2024 11:30:00.000 GMT+0330,43240.587,43247.875,43200.315,43214.303,0.1641
27.12.2024 12:30:00.000 GMT+0330,43215.399,43239.399,43207.815,43220.399,0.1066
27.12.2024 13:30:00.000 GMT+0330,43221.303,43233.599,43200.839,43216.303,0.0811
27.12.2024 14:30:00.000 GMT+0330,43218.599,43223.899,43203.315,43220.863,0.0759
27.12.2024 15:30:00.000 GMT+0330,43223.303,43233.363,43190.839,43217.327,0.0834
27.12.2024 16:30:00.000 GMT+0330,43216.851,43216.851,43153.599,43154.363,0.13
27.12.2024 17:30:00.000 GMT+0330,43155.339,43223.575,43029.003,43197.299,0.7326
27.12.2024 18:30:00.000 GMT+0330,43197.013,43206.063,42846.551,42960.763,1.2958
27.12.2024 19:30:00.000 GMT+0330,42963.799,43032.703,42799.215,42825.751,0.9977
27.12.2024 20:30:00.000 GMT+0330,42825.751,42863.203,42752.715,42825.775,0.9345
27.12.2024 21:30:00.000 GMT+0330,42825.799,42964.787,42820.715,42952.227,0.7801
27.12.2024 22:30:00.000 GMT+0330,42948.215,43083.799,42931.763,43065.787,0.7582
27.12.2024 23:30:00.000 GMT+0330,43066.299,43066.299,42867.751,43017.215,0.9511
28.12.2024 00:30:00.000 GMT+0330,43016.999,43029.701,42995.727,43011.763,0.1165
28.12.2024 01:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 02:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 03:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 04:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 05:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 06:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 07:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 08:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 09:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 10:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 11:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 12:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 13:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 14:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 15:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 16:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 17:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 18:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 19:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 20:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 21:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 22:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
28.12.2024 23:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
29.12.2024 00:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
29.12.2024 01:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
29.12.2024 02:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
29.12.2024 03:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
29.12.2024 04:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
29.12.2024 05:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
29.12.2024 06:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
29.12.2024 07:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
29.12.2024 08:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
29.12.2024 09:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
29.12.2024 10:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
29.12.2024 11:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
29.12.2024 12:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
29.12.2024 13:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
29.12.2024 14:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
29.12.2024 15:30:00.000 GMT+0330,43011.763,43011.763,43011.763,43011.763,0
