Local time,Open,High,Low,Close,Volume
19.05.2020 15:30:00.000 GMT+0430,24485.080,24613.300,24482.060,24550.060,1.755
19.05.2020 16:30:00.000 GMT+0430,24550.060,24577.300,24486.030,24561.060,1.7642
19.05.2020 17:30:00.000 GMT+0430,24561.060,24572.080,24375.200,24475.270,3.3043
19.05.2020 18:30:00.000 GMT+0430,24475.270,24593.240,24404.200,24515.300,4.0596
19.05.2020 19:30:00.000 GMT+0430,24515.300,24597.000,24475.260,24554.760,3.4496
19.05.2020 20:30:00.000 GMT+0430,24554.760,24577.300,24480.260,24517.230,2.4966
19.05.2020 21:30:00.000 GMT+0430,24517.740,24550.240,24491.250,24530.740,1.8768
19.05.2020 22:30:00.000 GMT+0430,24529.220,24591.500,24352.770,24375.740,2.2087
19.05.2020 23:30:00.000 GMT+0430,24375.000,24541.000,24203.710,24206.500,4.6478
20.05.2020 00:30:00.000 GMT+0430,24206.500,24236.740,24194.770,24225.760,0.6451
20.05.2020 01:30:00.000 GMT+0430,24225.760,24225.760,24225.760,24225.760,0
20.05.2020 02:30:00.000 GMT+0430,24192.720,24244.790,24145.210,24236.770,1.1017
20.05.2020 03:30:00.000 GMT+0430,24236.770,24299.760,24236.770,24276.240,0.6484
20.05.2020 04:30:00.000 GMT+0430,24276.240,24345.500,24274.750,24330.720,1.0285
20.05.2020 05:30:00.000 GMT+0430,24330.270,24404.270,24329.760,24399.300,1.0178
20.05.2020 06:30:00.000 GMT+0430,24399.300,24400.270,24365.740,24374.720,0.7078
20.05.2020 07:30:00.000 GMT+0430,24374.720,24393.290,24336.270,24383.260,0.6551
20.05.2020 08:30:00.000 GMT+0430,24382.760,24436.260,24365.790,24407.280,0.686
20.05.2020 09:30:00.000 GMT+0430,24407.280,24434.290,24327.300,24343.740,0.7685
20.05.2020 10:30:00.000 GMT+0430,24344.270,24354.270,24291.220,24323.270,1.069
20.05.2020 11:30:00.000 GMT+0430,24323.790,24419.020,24309.200,24329.020,2.3494
20.05.2020 12:30:00.000 GMT+0430,24329.020,24485.580,24327.050,24451.100,1.7838
20.05.2020 13:30:00.000 GMT+0430,24448.100,24536.070,24438.000,24524.550,1.5512
20.05.2020 14:30:00.000 GMT+0430,24524.060,24542.050,24489.580,24512.040,1.3448
20.05.2020 15:30:00.000 GMT+0430,24512.040,24520.510,24467.500,24510.090,1.1984
20.05.2020 16:30:00.000 GMT+0430,24510.090,24553.550,24495.510,24511.040,1.2506
20.05.2020 17:30:00.000 GMT+0430,24511.040,24568.740,24471.280,24538.760,2.751
20.05.2020 18:30:00.000 GMT+0430,24541.260,24628.270,24527.500,24582.000,3.4559
20.05.2020 19:30:00.000 GMT+0430,24582.000,24649.800,24560.800,24611.220,2.721
20.05.2020 20:30:00.000 GMT+0430,24612.000,24624.220,24490.730,24553.290,3.0584
20.05.2020 21:30:00.000 GMT+0430,24553.290,24562.260,24475.250,24514.220,2.9512
20.05.2020 22:30:00.000 GMT+0430,24514.220,24611.760,24462.240,24584.200,3.2938
20.05.2020 23:30:00.000 GMT+0430,24584.200,24604.770,24501.290,24569.300,3.296
21.05.2020 00:30:00.000 GMT+0430,24569.300,24620.750,24569.300,24579.700,0.4337
21.05.2020 01:30:00.000 GMT+0430,24579.700,24579.700,24579.700,24579.700,0
21.05.2020 02:30:00.000 GMT+0430,24610.290,24614.300,24560.700,24566.250,0.7122
21.05.2020 03:30:00.000 GMT+0430,24566.250,24578.210,24541.500,24542.500,0.5411
21.05.2020 04:30:00.000 GMT+0430,24542.500,24544.500,24492.210,24533.220,1.0264
21.05.2020 05:30:00.000 GMT+0430,24533.220,24533.730,24441.200,24445.500,1.3555
21.05.2020 06:30:00.000 GMT+0430,24445.500,24458.200,24390.220,24446.250,1.2439
21.05.2020 07:30:00.000 GMT+0430,24446.250,24463.300,24404.200,24431.300,0.7841
21.05.2020 08:30:00.000 GMT+0430,24431.300,24464.290,24405.210,24457.700,0.6554
21.05.2020 09:30:00.000 GMT+0430,24457.700,24481.230,24420.290,24425.760,0.798
21.05.2020 10:30:00.000 GMT+0430,24429.710,24445.500,24397.780,24408.210,1.0182
21.05.2020 11:30:00.000 GMT+0430,24408.210,24468.590,24357.070,24423.570,1.6466
21.05.2020 12:30:00.000 GMT+0430,24424.000,24452.010,24368.550,24445.070,1.313
21.05.2020 13:30:00.000 GMT+0430,24445.070,24464.100,24393.050,24397.100,1.392
21.05.2020 14:30:00.000 GMT+0430,24397.100,24449.540,24379.060,24428.590,1.2022
21.05.2020 15:30:00.000 GMT+0430,24428.590,24498.530,24428.590,24449.010,1.1429
21.05.2020 16:30:00.000 GMT+0430,24449.010,24546.580,24429.060,24512.030,1.467
21.05.2020 17:30:00.000 GMT+0430,24512.030,24657.210,24488.520,24639.800,2.8638
21.05.2020 18:30:00.000 GMT+0430,24638.700,24718.280,24527.210,24554.500,2.8332
21.05.2020 19:30:00.000 GMT+0430,24554.770,24554.770,24369.500,24475.720,3.5136
21.05.2020 20:30:00.000 GMT+0430,24475.720,24561.700,24432.760,24473.740,3.137
21.05.2020 21:30:00.000 GMT+0430,24473.740,24546.500,24455.760,24501.800,3.1595
21.05.2020 22:30:00.000 GMT+0430,24502.500,24546.200,24421.700,24449.300,2.6322
21.05.2020 23:30:00.000 GMT+0430,24449.300,24529.500,24449.220,24476.770,3.1733
22.05.2020 00:30:00.000 GMT+0430,24479.270,24491.710,24428.220,24440.210,0.4314
22.05.2020 01:30:00.000 GMT+0430,24440.210,24440.210,24440.210,24440.210,0
22.05.2020 02:30:00.000 GMT+0430,24428.750,24512.790,24409.260,24498.300,0.6428
22.05.2020 03:30:00.000 GMT+0430,24498.300,24543.280,24490.790,24537.230,0.5022
22.05.2020 04:30:00.000 GMT+0430,24537.230,24559.200,24507.720,24517.270,1.0781
22.05.2020 05:30:00.000 GMT+0430,24517.270,24533.500,24403.210,24444.500,2.0794
22.05.2020 06:30:00.000 GMT+0430,24444.500,24444.500,24320.500,24335.760,1.6236
22.05.2020 07:30:00.000 GMT+0430,24335.760,24350.300,24252.710,24279.230,1.4215
22.05.2020 08:30:00.000 GMT+0430,24279.230,24305.290,24256.240,24274.240,0.95
22.05.2020 09:30:00.000 GMT+0430,24274.240,24276.000,24206.270,24246.710,1.466
22.05.2020 10:30:00.000 GMT+0430,24246.710,24311.210,24239.250,24251.770,1.5881
22.05.2020 11:30:00.000 GMT+0430,24251.770,24270.800,24157.540,24185.600,2.5397
22.05.2020 12:30:00.000 GMT+0430,24189.070,24302.300,24185.070,24301.020,1.7059
22.05.2020 13:30:00.000 GMT+0430,24301.020,24345.300,24276.590,24283.060,1.3639
22.05.2020 14:30:00.000 GMT+0430,24283.060,24358.580,24281.100,24334.050,1.2689
22.05.2020 15:30:00.000 GMT+0430,24334.050,24458.530,24331.030,24447.520,1.5335
22.05.2020 16:30:00.000 GMT+0430,24447.520,24499.590,24440.020,24455.020,1.6939
22.05.2020 17:30:00.000 GMT+0430,24455.020,24497.570,24336.740,24375.770,3.1258
22.05.2020 18:30:00.000 GMT+0430,24375.770,24418.290,24293.700,24311.740,4.0422
22.05.2020 19:30:00.000 GMT+0430,24310.290,24371.000,24295.750,24347.240,3.0554
22.05.2020 20:30:00.000 GMT+0430,24348.210,24399.290,24314.750,24375.720,2.0677
22.05.2020 21:30:00.000 GMT+0430,24375.720,24409.290,24361.220,24400.740,1.9513
22.05.2020 22:30:00.000 GMT+0430,24401.280,24460.300,24397.700,24427.500,1.9264
22.05.2020 23:30:00.000 GMT+0430,24427.500,24484.760,24367.220,24463.000,2.8279
23.05.2020 00:30:00.000 GMT+0430,24464.790,24489.770,24461.770,24480.280,0.3755
23.05.2020 01:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 02:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 03:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 04:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 05:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 06:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 07:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 08:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 09:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 10:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 11:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 12:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 13:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 14:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 15:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 16:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 17:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 18:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 19:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 20:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 21:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 22:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
23.05.2020 23:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 00:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 01:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 02:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 03:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 04:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 05:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 06:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 07:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 08:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 09:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 10:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 11:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 12:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 13:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 14:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 15:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 16:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 17:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 18:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 19:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 20:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 21:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 22:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
24.05.2020 23:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
25.05.2020 00:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
25.05.2020 01:30:00.000 GMT+0430,24480.280,24480.280,24480.280,24480.280,0
25.05.2020 02:30:00.000 GMT+0430,24467.250,24605.730,24467.250,24582.000,0.8386
25.05.2020 03:30:00.000 GMT+0430,24582.000,24613.210,24563.270,24594.220,0.7064
25.05.2020 04:30:00.000 GMT+0430,24594.220,24609.770,24539.200,24547.240,1.0802
25.05.2020 05:30:00.000 GMT+0430,24547.240,24561.280,24483.300,24560.750,1.6912
25.05.2020 06:30:00.000 GMT+0430,24560.290,24576.270,24526.220,24543.230,1.1644
25.05.2020 07:30:00.000 GMT+0430,24543.230,24572.230,24542.300,24559.710,0.5846
25.05.2020 08:30:00.000 GMT+0430,24559.710,24584.270,24558.290,24570.800,0.3778
25.05.2020 09:30:00.000 GMT+0430,24570.230,24598.280,24565.210,24585.780,0.6772
25.05.2020 10:30:00.000 GMT+0430,24585.780,24626.000,24585.780,24599.220,0.7735
25.05.2020 11:30:00.000 GMT+0430,24599.220,24602.250,24541.080,24577.540,1.2961
25.05.2020 12:30:00.000 GMT+0430,24577.540,24745.520,24553.100,24722.080,1.4466
25.05.2020 13:30:00.000 GMT+0430,24722.080,24742.050,24704.800,24732.010,0.9724
25.05.2020 14:30:00.000 GMT+0430,24731.080,24737.100,24672.530,24726.020,1.0429
25.05.2020 15:30:00.000 GMT+0430,24726.020,24729.060,24685.000,24708.010,0.7349
25.05.2020 16:30:00.000 GMT+0430,24708.010,24744.060,24696.100,24734.030,0.801
25.05.2020 17:30:00.000 GMT+0430,24734.030,24750.030,24714.300,24739.790,0.8947
25.05.2020 18:30:00.000 GMT+0430,24739.790,24750.290,24725.730,24748.720,0.6283
25.05.2020 19:30:00.000 GMT+0430,24748.720,24787.290,24742.210,24766.300,0.5928
25.05.2020 20:30:00.000 GMT+0430,24766.300,24773.740,24746.290,24759.240,0.3832
25.05.2020 21:30:00.000 GMT+0430,24759.240,24759.240,24759.240,24759.240,0
25.05.2020 22:30:00.000 GMT+0430,24759.240,24759.240,24759.240,24759.240,0
25.05.2020 23:30:00.000 GMT+0430,24759.240,24759.240,24759.240,24759.240,0
26.05.2020 00:30:00.000 GMT+0430,24759.240,24759.240,24759.240,24759.240,0
26.05.2020 01:30:00.000 GMT+0430,24759.240,24759.240,24759.240,24759.240,0
26.05.2020 02:30:00.000 GMT+0430,24764.500,24772.500,24694.260,24715.730,0.5806
26.05.2020 03:30:00.000 GMT+0430,24715.730,24720.300,24684.000,24695.280,0.4363
26.05.2020 04:30:00.000 GMT+0430,24694.210,24760.200,24675.300,24741.790,1.0514
26.05.2020 05:30:00.000 GMT+0430,24741.790,24813.000,24735.240,24810.770,1.2022
26.05.2020 06:30:00.000 GMT+0430,24810.770,24827.720,24788.270,24801.500,0.723
26.05.2020 07:30:00.000 GMT+0430,24801.500,24894.720,24797.260,24890.300,0.5983
26.05.2020 08:30:00.000 GMT+0430,24889.230,25003.750,24888.250,24946.500,0.8329
26.05.2020 09:30:00.000 GMT+0430,24946.500,24980.200,24915.260,24963.220,0.9102
26.05.2020 10:30:00.000 GMT+0430,24963.220,25016.290,24947.260,24984.300,1.2544
26.05.2020 11:30:00.000 GMT+0430,24983.760,24994.220,24926.040,24944.100,2.028
26.05.2020 12:30:00.000 GMT+0430,24944.100,25007.040,24934.530,25001.080,1.4778
26.05.2020 13:30:00.000 GMT+0430,25001.080,25041.540,24976.070,24986.020,1.2274
26.05.2020 14:30:00.000 GMT+0430,24986.020,25005.080,24957.000,24971.040,1.1456
26.05.2020 15:30:00.000 GMT+0430,24970.090,25003.060,24942.510,24977.020,1.2284
26.05.2020 16:30:00.000 GMT+0430,24977.020,25056.520,24949.540,25054.010,1.2295
26.05.2020 17:30:00.000 GMT+0430,25054.010,25105.510,25006.200,25041.700,3.0658
26.05.2020 18:30:00.000 GMT+0430,25041.700,25119.780,24997.290,25112.220,3.5735
26.05.2020 19:30:00.000 GMT+0430,25112.700,25145.790,25020.210,25057.740,3.4874
26.05.2020 20:30:00.000 GMT+0430,25057.740,25120.770,25013.230,25119.000,2.2937
26.05.2020 21:30:00.000 GMT+0430,25119.000,25159.710,25112.740,25131.700,1.9205
26.05.2020 22:30:00.000 GMT+0430,25131.700,25175.260,25099.000,25124.740,2.099
26.05.2020 23:30:00.000 GMT+0430,25124.260,25149.300,24961.000,25002.290,3.3991
27.05.2020 00:30:00.000 GMT+0430,25000.210,25068.000,24998.700,25059.250,0.5234
27.05.2020 01:30:00.000 GMT+0430,25059.250,25059.250,25059.250,25059.250,0
27.05.2020 02:30:00.000 GMT+0430,25056.210,25063.000,25007.210,25047.000,0.7142
27.05.2020 03:30:00.000 GMT+0430,25047.000,25053.290,25004.260,25021.260,0.5989
27.05.2020 04:30:00.000 GMT+0430,25021.260,25049.280,24964.240,25045.260,1.3991
27.05.2020 05:30:00.000 GMT+0430,25045.260,25141.000,25045.210,25099.270,1.7795
27.05.2020 06:30:00.000 GMT+0430,25099.270,25156.290,25056.220,25148.240,1.2953
27.05.2020 07:30:00.000 GMT+0430,25148.240,25239.700,25146.780,25219.500,1.0212
27.05.2020 08:30:00.000 GMT+0430,25219.500,25258.720,25211.240,25221.280,0.826
27.05.2020 09:30:00.000 GMT+0430,25221.280,25233.230,25188.260,25197.230,1.0433
27.05.2020 10:30:00.000 GMT+0430,25197.230,25214.230,25154.780,25166.290,0.9692
27.05.2020 11:30:00.000 GMT+0430,25166.000,25270.590,25121.590,25241.010,1.976
27.05.2020 12:30:00.000 GMT+0430,25241.010,25325.550,25239.030,25313.080,1.5616
27.05.2020 13:30:00.000 GMT+0430,25313.080,25440.560,25303.100,25423.030,1.8162
27.05.2020 14:30:00.000 GMT+0430,25423.030,25432.010,25372.020,25404.600,1.4519
27.05.2020 15:30:00.000 GMT+0430,25405.300,25425.080,25371.500,25377.010,1.4936
27.05.2020 16:30:00.000 GMT+0430,25377.010,25443.040,25342.510,25350.030,1.5229
27.05.2020 17:30:00.000 GMT+0430,25350.030,25406.100,25184.700,25224.200,3.5622
27.05.2020 18:30:00.000 GMT+0430,25224.200,25299.250,25007.500,25120.730,4.5419
27.05.2020 19:30:00.000 GMT+0430,25122.500,25234.220,25059.790,25229.730,4.0781
27.05.2020 20:30:00.000 GMT+0430,25229.730,25289.000,25209.720,25248.750,3.0298
27.05.2020 21:30:00.000 GMT+0430,25248.750,25275.770,25184.710,25250.750,2.8655
27.05.2020 22:30:00.000 GMT+0430,25250.750,25347.290,25250.750,25343.250,2.475
27.05.2020 23:30:00.000 GMT+0430,25343.250,25547.240,25305.290,25544.270,2.9071
28.05.2020 00:30:00.000 GMT+0430,25544.270,25597.210,25513.270,25590.000,0.4268
28.05.2020 01:30:00.000 GMT+0430,25590.000,25590.000,25590.000,25590.000,0
28.05.2020 02:30:00.000 GMT+0430,25601.000,25651.740,25569.800,25636.000,0.6776
28.05.2020 03:30:00.000 GMT+0430,25636.000,25699.200,25609.260,25698.250,0.8183
28.05.2020 04:30:00.000 GMT+0430,25698.250,25799.750,25675.500,25769.240,1.3558
28.05.2020 05:30:00.000 GMT+0430,25769.240,25812.750,25722.230,25782.290,1.1369
28.05.2020 06:30:00.000 GMT+0430,25782.290,25825.240,25750.200,25751.280,0.9354
28.05.2020 07:30:00.000 GMT+0430,25751.280,25773.760,25645.720,25665.230,1.1369
28.05.2020 08:30:00.000 GMT+0430,25665.230,25721.700,25616.000,25695.200,1.123
28.05.2020 09:30:00.000 GMT+0430,25696.710,25801.240,25659.230,25800.220,1.2743
28.05.2020 10:30:00.000 GMT+0430,25800.220,25840.210,25728.740,25738.780,1.4557
28.05.2020 11:30:00.000 GMT+0430,25739.250,25803.010,25643.080,25759.600,2.448
28.05.2020 12:30:00.000 GMT+0430,25761.030,25789.020,25661.040,25694.080,2.0231
28.05.2020 13:30:00.000 GMT+0430,25694.080,25762.090,25612.040,25644.080,1.7527
28.05.2020 14:30:00.000 GMT+0430,25643.530,25715.080,25630.520,25703.090,1.5782
28.05.2020 15:30:00.000 GMT+0430,25703.090,25778.070,25673.070,25732.300,1.458
28.05.2020 16:30:00.000 GMT+0430,25732.300,25814.590,25705.500,25788.070,2.2694
28.05.2020 17:30:00.000 GMT+0430,25788.070,25834.100,25523.230,25618.790,3.6924
28.05.2020 18:30:00.000 GMT+0430,25620.760,25677.720,25563.720,25660.760,4.1914
28.05.2020 19:30:00.000 GMT+0430,25660.760,25695.800,25609.210,25691.730,3.193
28.05.2020 20:30:00.000 GMT+0430,25691.730,25733.770,25638.220,25720.710,2.4683
28.05.2020 21:30:00.000 GMT+0430,25720.710,25758.270,25696.780,25730.730,2.2493
28.05.2020 22:30:00.000 GMT+0430,25730.730,25740.770,25622.260,25670.750,2.7395
28.05.2020 23:30:00.000 GMT+0430,25670.750,25710.770,25356.000,25406.250,4.0688
29.05.2020 00:30:00.000 GMT+0430,25406.250,25505.750,25404.770,25497.770,0.539
29.05.2020 01:30:00.000 GMT+0430,25497.770,25497.770,25497.770,25497.770,0
29.05.2020 02:30:00.000 GMT+0430,25473.500,25489.240,25416.730,25447.770,0.9113
29.05.2020 03:30:00.000 GMT+0430,25447.770,25472.500,25359.270,25364.300,0.9247
29.05.2020 04:30:00.000 GMT+0430,25363.770,25392.230,25256.230,25272.280,2.0238
29.05.2020 05:30:00.000 GMT+0430,25272.280,25374.000,25234.230,25362.280,2.1941
29.05.2020 06:30:00.000 GMT+0430,25362.280,25423.800,25329.230,25411.210,1.4887
29.05.2020 07:30:00.000 GMT+0430,25411.210,25419.300,25341.200,25362.710,1.004
29.05.2020 08:30:00.000 GMT+0430,25362.710,25400.300,25315.740,25398.210,1.0363
29.05.2020 09:30:00.000 GMT+0430,25398.210,25434.800,25380.270,25380.270,1.417
29.05.2020 10:30:00.000 GMT+0430,25384.280,25435.000,25303.290,25359.790,1.7195
29.05.2020 11:30:00.000 GMT+0430,25361.240,25415.080,25288.030,25315.300,2.4964
29.05.2020 12:30:00.000 GMT+0430,25315.300,25343.600,25264.090,25309.070,1.83
29.05.2020 13:30:00.000 GMT+0430,25309.070,25392.550,25285.050,25389.000,1.5445
